序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
228,【划重点！#驾考新规#都有哪些变化？】#交通分享#驾考新规10月1日起实施：①侧方停车规定时间内未完成不合格，曲线行驶时挡位未挂在二挡以上扣5分；②过路口不避让行人、非机动车为不合格；③起步、转向、变更车道、超车、靠边停车前，开转向灯少于3s即转向为不合格……↓↓ 转给想学车的TA！,8月22日 17:30,6,3,3,微博 weibo.com,FiibiEVQQ,0
229,【在“烂豆腐”上打洞 甘孜最难建公路隧道有望年底贯通】#交通动态#仅剩300多米，海子山隧道就可贯通了！省道217线石渠至马尼干戈公路改建项目于2012年开建，由厅交通勘察设计研究院代建。项目全线217公里，其中长2公里多的海子山隧道是公认的甘孜州地质条件最差、最难建的公路隧道。 ????...展开全文c,8月22日 16:35,2,2,3,360安全浏览器,FihPa8fpP,0
230,#交通动态#G108线雅安市荥经县境内K2437.800(小地名：石门沟大桥）距大桥100米断道处已恢复车辆通行。,8月22日 15:42,1,评论,赞,360安全浏览器,FihtzyEKe,0
231,【@成都地铁 10号线一期通过专家评审 下个月可以坐地铁赶飞机啦~】#交通动态#近日，10号线一期顺利通过试运营基本条件专家评审，并获得专家组“具备开通条件”的最高标准评价。该线路预计将于下月开通，届时成都市民赶飞机，从城区出发最少15分钟即可到达。此外地铁7号线也将在今年下半年开通。,8月22日 15:41,7,4,10,360安全浏览器,FihtlFzxm,0
232,【岷江港航电工程地形水位补测完成】#交通动态#厅交通勘察设计研究院于日前完成了对岷江港航电综合开发项目地形、水位补测，这次补测是7年来首次。2009年，厅勘察设计研究院曾对岷江江道图进行了测量，测绘成果获“全国优秀测绘工程奖银奖”，此次补充测绘是对这一基础数据的补充和完善。,8月22日 13:30,2,评论,2,微博 weibo.com,FigBSwHsQ,0
233,【激光航测首飞“8·8”九寨沟地震灾区】#交通动态#8月18日，厅交通勘察设计研究院测绘队激光雷达航测在“8·8”九寨沟地震灾区进行首次飞行。通过机载激光雷达系统测绘得到的高密度的三维激光点云、高分辨率正射影像、数字高程模型、数字线画图等数据，为更新完善川九路BIM模型提供基础资料，为科 ????...展开全文c,8月22日 11:35,1,1,5,360安全浏览器,FifRAtGeU,1
234,那些年被遗忘的“骑行手语”，马上学起来！,8月22日 10:35,5,2,9,360安全浏览器,FifsZ6orQ,0
235,【国道108线雅安荣经县内发生边坡垮塌已断道】#交通动态# 国道108线雅安市荣经县境内K2437 800(小地名：石门沟大桥）距大桥100米处因降雨出现边坡垮塌，目前已中断交通，预计8月22日12时恢复通行。请司机朋友们注意及时调整行程。,8月22日 10:16,2,1,2,360安全浏览器,FiflgaSLG,0
236,【沿江高速工程可行性研究报告通过部审】#交通动态# 沿江高速起于宜宾新市镇，止于攀枝花市金江镇，项目全长约459公里，总投资890余亿元。按照计划，沿江高速预计今年开工，2022年建成，届时，宜宾到攀枝花的车程将由现在的10个小时缩短为6个小时，对凉山州脱贫攻坚也将产生深远影响。,8月22日 09:24,3,评论,赞,360安全浏览器,Fif01o0na,0
237,#四川早安#当你烦恼不断的时候，说明你有必要出去见见世面了。看看不同的风景，接触不同的人和事，你就知道，你不过是在徒增烦恼罢了。早安 ????,8月22日 08:30,3,评论,4,微博 weibo.com,FieE70UZR,0
238,#四川晚安#【实用！聊天时如何避免尴尬冷场】你有没有遇过本来跟人聊得挺欢，突然双方都陷入沉默的尴尬状况？插一句“这让我想起...”，多提开放性问题，用万年老问题救场，凭感觉夸赞对方，或享受沉默让别人去伤脑筋。五个妙招，避免聊天冷场↓↓L谷大白话的秒拍视频 ????,8月21日 23:00,转发,1,3,微博 weibo.com,FiaUL0V0e,0
239,【沐川：扶贫路建成 公交车进村】#交通民生#近日，沐川县大楠镇金盆村开往大楠场镇和底堡乡的镇村公交车正式开行。公交车的开通，让我村853名群众享受到了交通扶贫带来的实惠，有效缓解了过去坐车困难的问题。目前，全县共建成通村、通组水泥路2593.62公里，开通镇村客运线路23条，农村客运车辆55 ????...展开全文c,8月21日 17:47,转发,评论,3,360安全浏览器,Fi8RKFUEp,0
240,【20条乘车驾车的经验，必读！】#交通分享#我们曾目睹过无数起车祸的惨烈现场，也看过他人失去亲人的悲痛。别让不规范、不安全的驾车行为造成难以挽回的后果！20条乘车驾车经验：①浅色车，安全系数最高；②安全带必系，无论前后排；③远离大车；④调整后视镜避盲区……转发，让更多人知道！?? ????...展开全文c,8月21日 16:30,12,1,3,360安全浏览器,Fi8mL7i0l,0
241,【交通运输部：细化公路水路安全考核评价】#交通民生#近日，交通运输部办公厅印发《公路水路行业安全生产工作考核评价办法》，深化平安交通建设，提高安全发展水平。《办法》将于2018年1月1日起施行。根据《办法》，考核评价包括安全责任、法规制度、体制机制、预防控制、支撑保障、事故和重大隐 ????...展开全文c,8月21日 15:29,转发,1,2,360安全浏览器,Fi7Y1uvyY,0
242,【内江城市过境高速公路（东兴段）项目建设进展顺利】#市州动态#内江城市过境高速公路是省级重点项目之一，是内江进一步完善高速路网、实现“内江半小时经济圈”的重点项目。该项目在东兴境内全长38公里，途经中山镇、椑木镇、椑南镇、小河口镇、新江街道、郭北镇、高桥街道、田家镇、柳桥镇、双 ????...展开全文c,8月21日 14:12,转发,评论,3,360安全浏览器,Fi7sKeIsz,0
243,【图说：交通建设掀高潮】#交通分享#2017年是乐山实施交通三年攻坚大会战的关键之年。全市交通运输系统秉持“干在实处、走在前列”工作取向，按照打通“大动脉”、畅通“内循环”、改善“微循环”思路，推进“十纵八横三环线”交通基础设施建设，高速公路、岷江航电、铁路等项目抓紧施工，交通建 ????...展开全文c,8月21日 11:33,4,评论,赞,360安全浏览器,Fi6q4npHX,0
244,【注意了！明日起，内江城区这条公交线路将作调整！】#市州动态#据@内江公交???，2017年8月22日起，内江城区204路线路走向将作以下调整↓↓为了不走冤枉路，下面的消息大家可要看明白了！,8月21日 10:10,1,评论,2,360安全浏览器,Fi5Slbvv6,0
245,【1-7月四川农村公路新改建1.38万公里】#交通动态#今年1月至7月，四川农村公路新改建1.38万公里，占年度目标任务的69.2%。全年将新增通硬化路建制村2000个以上，力争基本实现全省所有乡镇通沥青路。“十三五”期，四川以通乡沥青路、通村硬化路、“交通+特色产业”扶贫等为重点，将新改建贫困地 ????...展开全文c,8月21日 09:28,1,3,1,360安全浏览器,Fi5BeCyvX,0
246,#四川早安#如果你想要什么，那就勇敢地去追求，不要管别人是怎么想的，因为这就是实现梦想的方式。早安！ ????,8月21日 08:34,1,2,赞,专业版微博,Fi5fxjKuD,0
247,#交通分享# 我们是谁？可不仅仅是蹭热点的四川交通人！ ????,8月19日 15:16,1,4,5,iPhone 6s Plus,FhP1tAchv,0
248,【国务院安委办：全面排查800公里以上客运班线】#交通要闻#日前，一辆成都出发前往洛阳的客车在秦岭1号隧道南口撞上外侧山体护墙，导致36人死亡、13人受伤。国务院安委办要求，对800公里以上超长客运班线进行一次全面排查，严格落实长途客车凌晨2时至5时停车休息制度或实行接驳运输，确保客运驾 ????...展开全文c,8月18日 15:45,转发,评论,3,360安全浏览器,FhFN3tjrr,0
249,【成都力争把18号线北延到火车北站】#交通动态#@成都地铁 现把行车间隔开到2分钟，现在的能力和实际需求还相差五六千人，所以大家在站台上就会排队。成都地铁为此做过规划、设计，包括5号线的开通。还力争把18号线北延到火车北站，如能实现，地铁1号线拥堵的局面就能得到缓解。,8月18日 15:43,4,1,4,360安全浏览器,FhFMcAaEn,0
250,【诺水河-光雾山一级公路项目完成选线选址】#交通动态#该项目起点位于通江县两河口乡，途经两河口乡、诺水河镇、铁厂乡和南江县汇滩乡、贵民乡、沙坝乡、关坝镇、上两乡、寨坡乡，终点接国道G244，全线长91.53公里，主线设计速度60公里/小时。,8月18日 14:05,1,2,2,360安全浏览器,FhF86iNwX,0
251,【宜宾首条有轨电车线路确定 10个站点覆盖临港】#交通动态#该10个站点及站间隔距离规划为：临港站——轨道产业园站（间隔1030米）——企业服务中心站（间隔1170米）——智能产业园站（间隔1100米）——龙兴路站（间隔930米）——梨湾路站（间隔1020米）——龙头路站（间隔1080米）——护国路站（ ????...展开全文c,8月18日 11:43,3,3,4,360安全浏览器,FhEcAmKP6,0
252,再接再厉！,8月18日 09:46,转发,评论,3,360安全浏览器,FhDrmAPLd,0
253,【天府大道春节前直通仁寿城区 成仁两地缩短至30余公里】#交通动态#天府(仁寿)大道起于仁寿和双流交界处，接成都天府大道南延线，止于成赤高速公路仁寿城区连接线，直通仁寿县城。长30多公里，设计速度80公里/小时，双向8车道。明年通车后，仁寿城区到成都，开车半个小时就到了。,8月18日 09:33,3,8,2,360安全浏览器,FhDlN8L9T,0
254,#四川早安#懦怯囚禁人的灵魂，希望可以令你感受自由。强者自救，圣者渡人。——斯蒂芬·金《肖申克的救赎》 ????,8月18日 08:30,3,2,8,微博 weibo.com,FhCW8dwMI,0
255,#四川晚安#不在任何东西面前失去自我，哪怕是教条，哪怕是别人的目光，哪怕是爱情。——《成为简·奥斯汀》 ????,8月17日 23:00,转发,2,7,微博 weibo.com,FhzcLw5Bh,0
256,【注意啦！峨眉山景区部分道路夜间实施临时交通管制！】#交通动态#峨眉山景区道路峨洪路K5公里(老鹰嘴)岩体破碎，易发生崩塌，经地质专家多次现场勘察，必须立即进行处置。交通管制时间：2017年8月16日至2017年8月27日期间，每日晚上22:00时起至次日凌晨04:00时止。交通管制措施：交通管制期间， ????...展开全文c,8月17日 16:30,4,评论,2,微博 weibo.com,FhwEt8H0Z,0
257,【广安市“四个一批”全方位打通“脱贫奔康路”】#市州动态#⑴规划一批旅游环线。整合华蓥山、嘉陵江渠江沿江旅游资源，加快推进华蓥山西麓旅游公路建设，启动华蓥山东麓、宝鼎景区等100公里旅游扶贫规划。⑵建设一批产业环线。利用贫困地区农业、林业等资源优势，启动岳池北部经济干线、广安 ????...展开全文c,8月17日 15:30,转发,评论,2,微博 weibo.com,Fhwg76FY1,0
258,【诺水河至光雾山公路将添“漫游道”】#交通动态#为了增加游客的体验度，丰富旅游项目，巴中市将在诺水河至光雾山公路边设计修建“漫游道”，供游客及市民步行和骑行游览。围绕打造“绿色交通”“交通+旅游”的设计思路及理念，巴中目前正在有序推进项目的各项前期工作，完成了增设自行车及人行漫 ????...展开全文c,8月17日 13:30,3,评论,1,微博 weibo.com,Fhvtpbqe8,0
259,【全国“四好农村路”养护现场会即将召开】#媒体聚焦#交通运输部办公厅日前发出通知，全国“四好农村路”养护现场会将于8月23日至24日在山东省临沂市召开。会上，将由浙江、福建、山东、湖北、河南、四川、重庆、贵州等8个省（市）交通运输厅（委），江西省安远县作典型经验交流；并分组讨论《深 ????...展开全文c,8月17日 11:30,2,评论,赞,微博 weibo.com,FhuGHi9uZ,0
