序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
2390,"
                                                                                                    【雨后多云 气温略降～】#早安成都#周天好！说说今天是谁叫你起的床____？ 昨夜雷雨的一晚，????????@成都气象 说，今天白天降雨渐渐结束，之后转为多云天气，气温也略有下降，最高气温31℃左右，雨后路面湿滑，早间出行要注意交通安全。 ????????                                            ", 7月16日 07:37,9,41,18,iPhone 6,FcBuA1tqE,0
2391,"
                                                                                                    #晚安成都#今天想不出啥话题了，你们自己来！我看看热评里能有什么话题，万一被我发牌子了呢 ????～via冷笑话精选 ????????                                            ", 7月15日 23:03,1,45,7,iPhone 6s Plus,Fcy7K8kgx,0
2392,"
                                                                                                    【一种新的穿越方式】#网事聚焦#多少人邂逅它们却视而不见。via混乱博物馆 L混乱博物馆的秒拍视频 ?? ????????                                            ", 7月15日 22:55,7,1,17,iPhone 6s Plus,Fcy4Cyt8L,0
2393,"
                                                                                                    #住在成都#高温来袭，你现在是几号色？ ??????图据网络 ????????                                            ", 7月15日 22:21,14,101,26,iPhone 6s Plus,FcxQM988n,0
2394,"
                                                                                                    【德式工匠精神初体验——中国中职学生走进德国职业教育课堂】#国内新闻#坐落于德国鲁尔工业区的多特蒙德职业促进中心，在暑期迎来了１２名中国中职学生，他们将在２０天访学中亲身体验德国职业教育和德式工匠精神。这些学生来自四川省蒲江县职业中专学校。据带队教师熊继平介绍，学生们已经具备了一定 ????????...展开全文c                                            ", 7月15日 21:47,7,9,15,iPhone 6s Plus,FcxD1p0e7,0
2395,"
                                                                                                    #晚安成都#爸爸给女儿盖被子vs爸爸给儿子盖被子 ??????据@人民网 ????????                                            ", 7月15日 21:17,28,39,81,iPhone 6s Plus,FcxqyDOq2,0
2396,"
                                                                                                    #网事聚焦#55岁保洁大爷模仿杰克逊，开跳瞬间直接帅翻全场啊！给跪了~via斯道 L斯道的秒拍视频 ?????? ????????                                            ", 7月15日 20:38,54,37,123,iPhone 6s Plus,FcxaNrDF1,0
2397,"
                                                                                                    #网事聚焦#餐饮行业竞争这么激烈吗？你选择去哪边吃饭？网友：感觉不去左边，良心会痛～据@中国新闻周刊??????L秒拍视频 ?????? ????????                                            ", 7月15日 20:05,23,35,45,iPhone 6s Plus,FcwXFm7mm,0
2398,"
                                                                                                    【想带孩子看全国最高水平儿童戏剧？来，看这里】#天府文化#美好的暑假，别让手机电视陪孩子度过！怎么过，当然来看全国最高规格的儿童戏剧！今日，第七届中国儿童戏剧节成都分会场活动启动仪式在成都举行。自今日起至8月27日，来自国内外的7个艺术院团带来的8部优秀剧目，将在成都进行24场精彩 ????????...展开全文c                                            ", 7月15日 19:45,8,3,6,iPhone 6s Plus,FcwPoa3pk,0
2399,"
                                                                                                    【坚守11年！陕师大4500多份手写录取通知书即将发出】#国内新闻#今天起，@陕西师范大学 20余位老教授等将在10天内，为4500余名新生用毛笔书写录取通知书。手落纸墨，笔写传情。网友：如果收到陕师大的通知书，请珍藏吧！这样的通知书，你喜欢吗？ ?????? ????????                                            ", 7月15日 19:06,24,33,133,iPhone 6s Plus,FcwzE8k58,0
2400,"
                                                                                                    【长知识！九图告诉你空调的正确打开方式】#博闻广记#烈日炎炎，恨不得每天呆在空调房里避暑，但你知道空调如何使用才能既省电又健康吗？①风口朝上更制冷；②除湿功能最适合闷热天气；③每开3个小时空调要开窗通风；④先开高风档降温，再改中低风节能...9个使用空调的小窍门↓↓超实用。据@人民日报 ????????                                            ", 7月15日 18:25,38,6,10,iPhone 6s Plus,Fcwj17IGX,0
2401,"
                                                                                                    【两分钟教你做一份香蒜虾焖饭】#美食成都#蒜蓉的浓香和虾肉的鲜香混合着，米饭浸满了汤汁，一勺入口，那滋味美呆了！据@天天美食推荐????L秒拍视频 ?????? ????????                                            ", 7月15日 17:42,34,6,53,iPhone 6s Plus,Fcw1B5ZHH,0
2402,"
                                                                                                    【游客外江遇涨水，紧急时刻直升机出动顺利救援 】#住在成都#今天下午14时许，在都江堰外江，8名游客在河边玩耍，因临时涨水，被困河中央，情况危急。14点38分接到求援电话后，驼峰通航都江堰当班机组机长李江华、副机长赖昱先立即开展救援，以盘旋飞行方式将他们救起，此时，8游客已脱困，被妥善 ????????...展开全文c                                            ", 7月15日 17:14,10,21,36,iPhone 6s Plus,FcvQ92K4g,0
2403,"
                                                                                                    【收了！周末去哪儿之成都咖啡甜品店合集】#住在成都#网友整理出成都人气咖啡甜品合集，超级干货，非常实用，安利给小仙女们！@-阿狗阿猪- ?? ?????? ????????                                            ", 7月15日 16:31,62,52,77,iPhone 6s Plus,FcvyQF1we,0
2404,"
                                                                                                    【动画短片《低头人生》周末了放下手机吧】#网事聚焦#不到三分钟的小短片，以蝴蝶效应将整部短片的情节串联起来，每个低头的人，都只关注着自己掌上的方寸之地。周末，放下手机吧，把时间留给家人～via笑话菌 L笑话菌的秒拍视频 ?????? ????????                                            ", 7月15日 15:57,33,10,29,iPhone 6s Plus,FcvkSBpnC,0
2405,"
                                                                                                    #网事聚焦#主人摊开右手的那一刻，金毛直接懵了，啊多么痛的领悟……据@成都商报 L秒拍视频 ?? ?????? ????????                                            ", 7月15日 15:20,35,29,36,iPhone 6s Plus,Fcv5HaqCO,0
2406,"
                                                                                                    【高温福音！可以穿的“空调”来啦，还是航天科技！】#国内新闻#据@中国日报 ，近来连日高温，热??得??字??都??出??汗??了??。中国航天科工集团第二研究院利用航天技术研发了一款空调衣，并已投入市场。产品由液冷背心、制冷单元和电源组成，空调机体积小、重量轻、使用方便，可背负在身体任何位 ????????...展开全文c                                            ", 7月15日 14:36,28,32,46,iPhone 6s Plus,FcuNSjnLa,0
2407,"
                                                                                                    【改革驱动 王东明的治蜀兴川之路】#连线四川#在推动青年创业和人才引进的政策改革方面，成都有着诸多创新。“创业天府·菁蓉汇”成为2016年中央改革办编发的“全国十大改革案例”之首。这是四川对标中央深改组关于诸多改革事项中的一部分。以改革驱动的四川社会经济，已然在供给侧改革、农业农村改革、 ????????...展开全文c                                            ", 7月15日 14:16,5,11,5,iPhone 6s Plus,FcuFT5pM5,0
2408,"
                                                                                                    【有种工伤叫“过劳肥”，为啥越忙越胖】#生活服务#因为忙，乱吃早餐成虚胖；因为忙，久坐电脑大腿粗；因为忙，应酬多啤酒肚疯长……过劳肥，是一种最常见的工伤。@生命时报 总结国内外权威研究和专家建议，带你走出越忙越胖的怪圈↓↓趁着周末，好好锻炼 ?????? ????????                                            ", 7月15日 13:29,34,23,24,iPhone 6s Plus,FcumU9Dj8,0
2409,"
                                                                                                    【阳光+阵雨 午后焖锅注水】#成都午间天气#外面阳光无限好，只是有点晒，外加闷热感，11时成都市均温29.5℃。@成都气象 预计午后蓉城依旧如同焖锅，傍晚前后有分散性阵雨或雷雨，雷雨时有短时阵性大风，最高气温34℃，白天晒一哈晚上下一哈雨，这种天气模式你们觉得还可以不？ ????????                                            ", 7月15日 12:47,3,8,11,iPhone 6s Plus,Fcu5SnOuU,0
2410,"
                                                                                                    #住在成都#这盘菜，你能吃下几碗稀饭？ ??????via直播成都 ????????                                            ", 7月15日 12:10,25,127,124,iPhone 6s Plus,FctQV78w2,0
2411,"
                                                                                                    【男子假扮病逝妹妹 穿女装20年哄母亲开心】#国内新闻#广西桂林一位五十多岁大叔，常年照顾母亲起居，穿旗袍带母亲逛街。他说，多年前妹妹因病去世，母亲过度思念伤心，精神出了问题，一次偶然机会他穿上女装，扮作妹妹，母亲就变开心了，他坚持穿了二十年：“我为了老人家，怕别人笑什么呢？”据 ????????...展开全文c                                            ", 7月15日 11:36,7,32,161,iPhone 6s Plus,FctCU31Vs,0
2412,"
                                                                                                    #住在成都#“雅竹”：做熊要狠，腿短要抻，劈叉再难，有志竟成！据@iPanda熊猫频道 ????????                                            ", 7月15日 11:12,18,17,73,iPhone 6s Plus,Fctt2DWzI,0
2413,"
                                                                                                    #蓉平热点#【产业新政50条，为“黄金时代”铺路】7月2日，成都国家中心城市产业发展大会在成都召开；7月5日，成都市政府召开专题新闻发布会，宣布成都城市布局的重大变革——原来的“两山夹一城”转变为“一山连两翼”，龙泉山由原来的生态屏障转变为城市绿心。7月12日，“产业新政50条”发布。这半月 ????????...展开全文c                                            ", 7月15日 10:54,27,11,8,iPhone 6s Plus,FctlW9zRJ,0
2414,"
                                                                                                    #秒拍成都#「宽窄巷子全景图」见过这样的宽窄巷子么？????| 摄影@叶青Yari ?????? ????????                                            ", 7月15日 10:00,33,33,141,iPhone 6s Plus,FcsZSjdyV,0
2415,"
                                                                                                    【高温必备！送你一份防中暑指南[推荐]】#博闻广记#入伏之后，全国普遍高温，大部分地区进入“烧烤”模式。酷暑天，哪些事情尽量不要做？遇到中暑情况，该怎样急救？又有哪些注意事项？如何根据不同的症状及时解暑？...超实用防中暑指南↓↓转给身边的小伙伴! ??????据@人民日报 ????????                                            ", 7月15日 09:17,23,3,6,iPhone 6s Plus,FcsIt7cST,0
2416,"
                                                                                                    【截止今晨7时，成都主城区空气质量 优】#空气质量#@成都环保 说，根据成都市环境空气质量实时监测显示，截止时间7月15日7时主城区空气质量指数类别 优 空气质量实时数据详见http://url.cn/43PN6Kf ?????? ????????                                            ", 7月15日 08:40,4,1,6,iPhone 6s Plus,Fcstv1RgI,0
2417,"
                                                                                                    #气象与生活#【伏天养生牢记8件事】①别贪凉：不要长时间待在空调房里；②饮食开胃：多吃苦味食物；③身体祛湿：按足三里穴；④“低调”运动：可选择游泳；⑤晚睡早起午补觉：午睡以半小时左右为宜；⑥静坐除烦；⑦温水澡消暑胜过冲凉：水温35℃-37℃最佳；⑧穿棉质衣裤：排汗能力强。据@人民日报                                            ", 7月15日 08:06,11,4,18,iPhone 6s Plus,FcsfNrLE5,0
2418,"
                                                                                                    【防暑降温，你有啥子妙招？】#早安成都#@成都气象 预计未来三天均是晴热与阵雨（或雷雨）相随，前者负责积聚能量，后者负责释放能量，雷雨时往往伴有短时阵性大风，最高气温均可达34℃左右。阵雨神出鬼没，生消迅速，一般在系统临近时才可用雷达捕捉，故而周末出行时需多关注相关天气预警信号哦！????????????...展开全文c                                            ", 7月15日 07:32,24,16,18,iPhone 6s Plus,Fcs1KDI1l,0
2419,"
                                                                                                    #情况通报# 2017年7月14日晚19点07分，新都区公安分局110指挥中心接到报警，成都金芙蓉大道与北星大道交汇处高架桥下一辆运渣车侧翻，造成一人当场死亡，另一人送医院经抢救无效死亡，肇事驾驶员已被警方控制，事故原因正在调查中。                                            ", 7月15日 00:45,4,9,5,360手机Q5Plus,Fcpmwtum4,0
2420,"
                                                                                                    #晚安成都# 滚滚：我要与冰块天长地久共白头~网友：这也是我现在的想法????L央视新闻的秒拍视频 ??????@iPanda熊猫频道 ????????                                            ", 7月14日 23:33,25,23,79,360手机Q5Plus,FcoTyuGpr,0
2421,"
                                                                                                    【有一种美叫成都！刚刚出炉的蓉城新十景，你被惊艳了吗？】#住在成都# 今年以来，蓝天阳光刷屏、绚丽夕阳入境、推窗远观雪山已然成为成都人的生活日常。看得见山、望得见水、记得住乡愁，越来越多的高颜值盛景更是让这座城市美出了新高度。你最喜欢哪一景？来吧，一起在成都的街头走一走～ ????????...展开全文c                                            ", 7月14日 22:50,33,21,72,360手机Q5Plus,FcoC0sURM,0
2422,"
                                                                                                    【连日高温，成都人这样避暑……】#住在成都# 入伏后，成都气温飙升，一出门就开始洗桑拿。但热归热，成都市民可没被高温所“吓退”，13日，不少人跑到都江堰边耍水打麻将去了。青山绿水间，蓝白大伞下，双足泡水，惬意搓麻，真是逍遥似神仙啊！据四川在线 ?????? ????????                                            ", 7月14日 22:12,18,30,51,360手机Q5Plus,FcomnBcyo,0
2423,"
                                                                                                    【吃货精神！火锅店被淹，他们盘腿坐接着吃】#网事聚焦# 7月13日，吉林长春暴雨，一家火锅店因地势低洼被淹，但这并没影响顾客的食欲，大家淌水进店接着吃火锅，还边吃边聊很开心。L一手video的秒拍视频 网友：果然没什么事情是一顿火锅解决不了的。据梨视频 ????????                                            ", 7月14日 21:40,9,13,32,360手机Q5Plus,Fco9FeguJ,0
2424,"
                                                                                                    【共享睡眠舱现身成都 高峰期半小时10元有空调WIFI】#住在成都#除了北京、上海，成都也出现""共享睡眠""太空舱了，里面有空调、阅读灯、Wi-Fi、插座，还能紫外线消毒。目前只有银泰城有点，高峰阶段（每天11点-14点）10元/半小时，非高峰阶段6元/半小时，每天最高58元封顶。你愿意去尝试吗？（每日 ????????...展开全文c                                            ", 7月14日 21:04,17,77,68,360手机Q5Plus,FcnURp0qw,0
2425,"
                                                                                                    【“西六天团”首张原创海报出炉 还不快来围观】#晒晒我家产#成都第一组合“西六天团”首张原创手绘海报新鲜出炉，喜欢不？@品质崇州 @醉美邛崃 @给力都江堰 @微博大邑 @绿色蒲江 @彭州发布 联合发布：坐上我们的产业飞机，一起了解我们的故事。转发and评论，还有机会拿走红米Note4X手机哦～ ????????                                            ", 7月14日 20:40,335,233,92,iPhone 6s Plus,FcnLqno9r,0
2426,"
                                                                                                    【老外原创川话说唱歌曲《天府》，听哈够椒盐吗】#天府文化# 来自欧洲的菲利普，最近原创了一首四川话的说唱《天府》，来介绍成都的人文色彩。菲利普在歌中大秀四川话，“觉（jio）得”、“吹龙门阵”、“走不脱”…居然还rap了起来，你们感受下↓↓ L秒拍视频 ?????? ????????                                            ", 7月14日 19:56,48,17,94,360手机Q5Plus,Fcntp5scu,0
2427,"
                                                                                                    【当国宝滚滚遇上名画，简直萌出新高度！】#天府文化# @阿尨along 是一名插画师，因为喜欢熊猫，他想出将熊猫与世界名画结合，产生新的萌点，受到网友们的关注。看到这么有趣的话，你还不赶快来成都看滚滚L微辣Video的秒拍视频 ?????? ????????                                            ", 7月14日 19:19,30,14,76,360手机Q5Plus,FcnexaPvx,0
2428,"
                                                                                                    【一场大雨，让成都市民的善良凸显】#今日微评#这正是成都这座城市的魅力，它乐观、包容、智慧、友善，它能让你为它的乐观和善意感动，也会让你不由自主融入其中。这就是一座城市的气质和精神，它藏在突如奇来的暴雨中，它藏在你我他每个小小的善举和幽默豁达中。成都，就如同暴雨之后出现的那道彩虹， ????????...??查看图片展开全文c                                            ", 7月14日 18:38,10,6,40,iPhone 6s Plus,FcmXNqmGb,0
2429,"
                                                                                                    #生活服务#在方格内画出30种好玩的涂鸦，可以教小朋友画，也可以无聊的时候画着玩~viaHappy张江 LHappy张江的秒拍视频 ????????                                            ", 7月14日 18:00,10,6,15,微博 weibo.com,FcmI7c1rL,0
2430,"
                                                                                                    【下饭必马！藤椒小炒鸡腿肉】#美食成都#藤椒的清香，搭配鲜嫩的鸡腿肉，专治天热没胃口！又香又辣又爽口~吃下两大碗米饭不是问题~据@四川美食搜索 ????????                                            ", 7月14日 17:20,27,2,29,微博 weibo.com,FcmrSsAFF,0
2431,"
                                                                                                    #住在成都#怎样更好建设全面体现新发展理念的国家中心城市？我们需要你的意见建议，小伙伴们快来~                                            ", 7月14日 17:02,4,8,2,搜狗高速浏览器,FcmkV70hv,0
2432,"
                                                                                                    【有颜又好吃！10款清凉雪糕测评，夏天吃起来】#住在成都#是时候动用雪糕神器来消暑了。送上10款雪糕良心测评，在楼下便利店就能买到，有颜好吃又小众，分分钟刷爆票圈，小仙女们马住啦！PS：你们都吃过哪些好吃的冰糕？欢迎继续补充。据@成都商报 ????????                                            ", 7月14日 16:13,24,24,17,搜狗高速浏览器,Fcm0NsSM0,0
2433,"
                                                                                                    【点击成都彩虹，看温暖到心中的成都人~】#住在成都#昨日成都“高温-暴雨-雷电-出彩虹”的天气让网友大呼“还有这种操作”。在那场暴雨中，一股温暖的正能量坚韧的流动其中：徒手清理下水道的市民、为执勤交警送伞的小姐姐、迅速赶往现场查明实情的民警...暴雨中的他们，才是成都最美的彩虹。点击动图 ????????...展开全文c                                            ", 7月14日 15:42,37,31,190,搜狗高速浏览器,FclOpfyxt,0
2434,"
                                                                                                    #玩在成都#这道小学一年级连线题，你的答案是____ ??????图据@华西都市报 ????????                                            ", 7月14日 15:02,17,60,27,iPhone 6s Plus,FclxTmSKz,0
2435,"
                                                                                                    【你们要的霸道总裁上线！】#住在成都#年轻人，你过来。滚滚也看了，毛也摸了，来，交下摸滚滚费，不然......嘿嘿 L秒拍视频 @iPanda熊猫频道 ?????? ????????                                            ", 7月14日 14:27,30,17,46,iPhone 6s Plus,FcljX2agr,0
2436,"
                                                                                                    【这89个字经常被读错！你读对了吗？】#博闻广记#你的汉语拼音过关吗？戳图，89个经常被读错的字，你都读对了吗？读错请转发！据@央视新闻 ????????                                            ", 7月14日 13:55,31,5,15,微博 weibo.com,Fcl6FrjD8,0
2437,"
                                                                                                    【夏吃豆，胜吃肉！一把豆子养出好身体】#生活服务#中国饮食讲究“五谷宜为养，失豆则不良”，民间也有俗语“夏吃豆，胜吃肉”。豆类既能健脾祛湿，又可清热解暑，还能调养内脏，是打着灯笼难找的夏季养生佳品。@生命时报 邀请权威专家，教你用一把豆子健康度夏。 ????????                                            ", 7月14日 13:15,48,4,13,微博 weibo.com,FckQr21OR,0
2438,"
                                                                                                    【夏日鲜果饮，试试吧】#美食成都#这两天成都真的热得哭，做点简单的清爽的饮品解解暑吧！Via喵食语 http://t.cn/RKAoApV ????????                                            ", 7月14日 12:40,53,2,45,微博 weibo.com,FckCeaDs8,0
2439,"
                                                                                                    【晴热不减阵雨伏笔 午后最高气温34℃】#成都午间天气#晨间的凉意转眼被上午的阳光消耗殆尽，11时成都市均温为29.2℃。@成都气象 预计午后到傍晚前后晴热不减，阳光热辣，但依旧有分散性的阵雨或雷雨突袭，雷雨时有短时阵性大风相伴，最高气温34℃。 ????????                                            ", 7月14日 12:10,7,3,6,微博 weibo.com,Fckq2zcv1,0
2440,"
                                                                                                    #秒拍成都#饭前休息一下眼睛，看看这一片青翠欲滴，有没有觉得沁人心脾呢~图据@风一样的小院青城 ????????                                            ", 7月14日 11:48,12,7,22,搜狗高速浏览器,FckhlkeDC,0
2441,"
                                                                                                    【狂风暴雨中 他们仍像钉子一样立在街头】#住在成都#13日下午，突如其来的一场暴雨袭卷成都。由于雨势过猛，城区内许多道路出现积水，城区道路通行压力陡增。大雨之中，成都交警紧急调集警力，冒着暴雨在街头继续指挥交通。雨停后，各辖区交警又紧急投入到排堵保畅工作中。据@四川日报 ????????                                            ", 7月14日 11:23,36,36,160,搜狗高速浏览器,Fck7gE3JT,0
2442,"
                                                                                                    【群众知识竞赛走进市直机关】#住在成都#近日，在市委机关小礼堂内，来自全市88家市级部门，20个区（市）县的200余名机关党组织书记和机关干部职工代表围绕学习宣传贯彻省、市党代会精神，对省委常委、市委书记范锐平在对标管理工作推进会、“两学一做”学习教育常态化制度化工作座谈会上的讲话精神进 ????????...展开全文c                                            ", 7月14日 11:11,9,2,2,搜狗高速浏览器,Fck2h1mFy,0
2443,"
                                                                                                    【成都绿化新时尚：屋顶有绿地 扮靓空中蓉城】#成都增绿十条#虽然成都近日酷热难耐，但仍有不少游人和市民不理会高空屋顶的日晒，在大悦城的楼顶欢快地拍着照。那不是普通的楼顶，放眼望去是层层叠叠的茂盛植物，以及星星点点的红花蓝瓣。这样构思巧妙的屋顶绿化，为成都的“增绿”添加了精致的一笔， ????????...展开全文c                                            ", 7月14日 10:36,22,12,8,搜狗高速浏览器,FcjO8jb13,0
2444,"
                                                                                                    【1.6亿元专项资金 为市民提供就业创业培训】#产业新政50条#对于强化高端人才激励再次“加码”，明确对国际顶尖人才（团队）来蓉创新创业，给予最高1亿元综合资助；同时，成都市将开展全民技术技能培训，将设立1.6亿元专项资金，支持职业技术（技工）院校、高技能人才培训基地、技能大师工作室面向社会 ????????...展开全文c                                            ", 7月14日 10:12,52,36,33,搜狗高速浏览器,FcjEed91t,0
2445,"
                                                                                                    【成都简州新城规划有望9月出炉 淮州新城由“镇”建“城”】#住在成都#西接龙泉驿，东连简阳新城，北望淮州新城，南临空港新城——这是简州新城得天独厚的区位优势。7月初，简州新城管理委员会筹备组成立，9月成都简州新城规划有望出炉。成都要“重塑城市空间结构和经济地理”，金堂淮口镇成为成都“东 ????????...展开全文c                                            ", 7月14日 09:47,30,36,21,iPhone 6s Plus,Fcjuo4ak9,0
2446,"
                                                                                                    【长知识！古诗词名句100题 你能答对多少？】#博闻广记#“曾经沧海难为水”、“两情若是久长时”、“举世皆浊我独清”、“我自横刀向天笑”、“落霞与孤鹜齐飞”……这些看似耳熟能详的名句，它的下一句你知道吗？100道古诗词名句填空↓品文字之美。感觉高中是知识巅峰的默默转！ ??????据@人民日报 ????????                                            ", 7月14日 08:52,109,15,53,iPhone 6s Plus,Fcj7NpYih,0
2447,"
                                                                                                    【截止今晨7时，成都主城区空气质量 优】#空气质量#@成都环保 说，根据成都市环境空气质量实时监测显示，截止时间7月14日7时主城区空气质量指数类别 优 空气质量实时数据详见http://url.cn/43PN6Kf ?????? ????????                                            ", 7月14日 08:34,10,3,3,iPhone 6s Plus,Fcj0D2JMI,0
2448,"
                                                                                                    #气象与生活#【夏季晴雨交替时节 3招保障体质健康】晴雨交替频繁，易染感冒，要注意保暖和增强体质哦：1、关注天气变化，及时增减衣服。2、参加适当的体育锻炼，增强体质。3、饮食适宜，多吃青菜、水果、瘦肉、蛋类和豆类食品，少吃油腻食品，多喝白开水。@新浪健康                                            ", 7月14日 08:11,15,评论,19,iPhone 6s Plus,FciR1hHP2,0
2449,"
                                                                                                    【雨水、阳光将合奏交响乐 反正带伞没错】#早安成都#请相信雨水会以各种形式穿插在你生活的缝隙中~@成都气象 预计今天白天天气状态与昨日同时段相近，有出太阳的、有小到中雨的。随后两天闷热持续，雨水以阵雨和雷雨为主。未来三天日最高气温在33℃左右徘徊。【今日限行尾号5、0】 ????????                                            ", 7月14日 07:34,30,11,19,iPhone 6s Plus,FciCcBfwp,0
2450,"
                                                                                                    #晚安成都#从年少到幕夕，唯有深情共白头。 晚安各位，晚安成都！???????? ????????                                            ", 7月13日 23:37,28,42,255,iPhone 6,FcfuDaGQB,0
2451,"
                                                                                                    【王源谈农村教育：十年寒窗或败在没网】#网事聚焦#7月12日，@TFBOYS-王源 以联合国青年教育使者身份，出席2017乡村校长论坛并演讲。他以高考题共享单车为例谈农村教育，叹十年寒窗也许就败在没网。他说，“我将更积极地致力于传播有利于教育和发展信息，做出更多实际性工作”。@梨视频????????????...展开全文c                                            ", 7月13日 23:11,26,91,194,iPhone 6,Fcfk68i15,0
2452,"
                                                                                                    【雷电黄色预警信号第一次更新】#住在成都#成都市气象台7月13日21时42分对13日14时40分发布的雷电黄色预警信号进行第一次更新如下：目前我市都江堰、崇州、邛崃、郫都和大邑有对流云系发展，预计未来6小时内，我市上述地方和金堂、青白江、双流、简阳、龙泉驿、新都、新津、天府新区和市区有雷电活动， ????????...展开全文c                                            ", 7月13日 22:47,13,23,17,iPhone 6,FcfaqktEM,0
2453,"
                                                                                                    【96秒！小护士们用最快时速拽回“生命”】#连线四川#今年5月，四川遂宁的梁叔叔在前往市中心医院就诊时，在医院大厅突然晕倒。几名护士反应迅速，从他发病到对他进行心肺复苏仅隔96秒，到把他推进抢救室总共仅用2分56秒。护士们用“本能”救了一位老大爷，更拯救了一个家庭。@共青团中央 ????????...展开全文c                                            ", 7月13日 22:13,18,22,156,iPhone 6,FceWxvdYJ,0
2454,"
                                                                                                    【成都的天气玩儿起了萝卜蹲】#住在成都#阳光蹲、阳光蹲，阳光蹲完暴雨蹲，暴雨蹲、暴雨蹲，暴雨蹲完彩虹蹲……雨再继续下 恐怕就是各人蹲咯……小布都忍不住唱起来了戳链接，你们随意感受一下→_→O网页链接 ????????                                            ", 7月13日 21:38,46,41,125,iPhone 6,FceIrbLMh,0
2455,"
                                                                                                    #住在成都#你们当地人把这个叫什么？ ????????                                            ", 7月13日 21:08,10,153,27,iPhone 6,Fcew2yOy0,0
2456,"
                                                                                                    #情况通报#@平安成都 消息，暴雨导致变电设备短路产生电火花，无人员伤亡。//@平安成都:#警方通报#【暴雨导致变电设备短路产生电火花，无人员伤亡】                                            ", 7月13日 20:26,11,27,47,iPhone 6,Fcef4CjDI,0
2457,"
                                                                                                    【最适合夏天的蜜桃鸡尾酒】#美食成都#这款鸡尾酒的制作过程特别的简单，再加上一些水蜜桃在其中，很有夏天的感觉哦~~ ????????（四川美食搜索） ????????                                            ", 7月13日 19:58,25,5,29,iPhone 6,Fce3J4ECs,0
2458,"
                                                                                                    【成都暴雨暖心一幕：陌生妹子冒雨把自己的伞送给了执勤交警】#住在成都#刚还“焦”警，突然“浇”警。网友@_Oufei 拍下暖心一幕：一个妹子冒着暴雨跑到路口中间，把自己的伞递给了正在执勤的交警，自己却淋着雨转身跑了。有网友本以为是交警的女朋友送伞来了，看到等她的朋友才知道是过路陌生人 ????????...展开全文c                                            ", 7月13日 19:24,15,46,276,iPhone 6,FcdPQ0HHg,0
2459,"
                                                                                                    【惊不惊喜?意不意外！看！雨后彩虹】#住在成都#小布在成都市区淋了大雨、躲了雷电，这会儿居然又重见了阳光。我爱你成都，爱你这么多面。 ????????                                            ", 7月13日 19:01,17,51,102,搜狗高速浏览器,FcdGyEHiX,0
2460,"
                                                                                                    #住在成都#成都这会儿正下大暴雨，网友@右手书生 爆料，一位市民路过拥堵的下水道，俯身捞起拥堵垃圾，让排水流畅！ ????????                                            ", 7月13日 18:39,21,67,561,搜狗高速浏览器,FcdxunYGy,0
2461,"
                                                                                                    #住在成都#红星路此刻天色暗沉下来，瓢泼大雨，看来小布是不能下班回家啦~都来报雨情吧 注意有雷声传来，大家一定注意防雷哈~ L秒拍视频 ????????                                            ", 7月13日 17:59,4,75,22,搜狗高速浏览器,Fcdhj9CqY,0
2462,"
                                                                                                    【凉快啦~犀浦下大雨咯~】#住在成都#小伙伴们，你们那儿下雨没？网友@翟翟翟要fighting哦 爆料，成都犀浦这会儿雨势正猛，还夹着小冰雹。正值下班高峰期，大家要注意安全，早点回家~????L秒拍视频 ????????                                            ", 7月13日 17:38,7,93,63,搜狗高速浏览器,Fcd8LE4uH,0
2463,"
                                                                                                    #政务V影响力峰会#【我是@成都发布 互动服务我们初心不变】Hello，AV8D，以下三个奖项，我们要报名参选：十佳快速响应案例、十佳创新应用案例、十佳政务服务案例。今年的6月23日，是“成都发布”7岁的生日。从图文信息到视频直播，我们希望用不同的形式向全国网友展现成都之美。有问题、有困难，别忘私 ????????...展开全文c                                            ", 7月13日 17:24,3,1,5,搜狗高速浏览器,Fcd3kbMv0,0
2464,"
                                                                                                    【成都最凉爽的街道在这儿！大热天纳凉首选老街】#住在成都#成都人民公园旁有条叫蜀华路的老街，路边是长了几十年的黄葛树，强烈的阳光透过树叶，星星点点的打落在街面上。微风一过，感觉整条街道比周边都要凉快许多，这可能是成都最凉快、最适合纳凉的老街。°成都最凉爽的街道在这儿！大热天纳凉首选老街 ????????                                            ", 7月13日 16:59,14,27,24,搜狗高速浏览器,FccSQrz0L,0
2465,"
                                                                                                    【不弃理想 “放大镜姐妹”考入医学院】#连线四川#几年前，四川宜宾的梅小歉、梅小英双胞胎姐妹俩相继出现眼疾，无法看清课本上的文字。初二时，两人的视力已无法坚持学习。休养半学期后，她们没有放弃，靠放大镜看书学习。今年，姐妹俩通过单考单招，都被医学院针灸推拿学录取。点赞祝福！(华 ????????...??查看图片展开全文c                                            ", 7月13日 16:31,5,5,18,搜狗高速浏览器,FccHM2ces,0
2466,"
                                                                                                    #唱出来的成都新名片#炒鸡好听！《成都新名片》单曲全宇宙首发。另有福利，不可错过哦~                                            ", 7月13日 16:02,17,8,42,搜狗高速浏览器,FccvOBfVt,0
2467,"
                                                                                                    【可爱！画师笔下的古风滚滚】#网事聚焦#近日，插画师@阿尨along 设计的一组唐朝古风熊猫让网友大呼可爱，萌力十足啊！ ????????                                            ", 7月13日 15:32,71,29,83,搜狗高速浏览器,FccjHsQW3,0
