序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource
1372,#抗震救灾气象行动#【一份全面的地震灾害防范指南】多一份准备，多一点知识，就能增加一点在灾难中的存活机率。@分钟学堂 做了一份地震灾害防范指南，分为日常物品储备、可携带应急背包、室内准备、室外准备、防灾教育5个部分，帮助你和家人了解如何在日常生活中做好防范准备，并平安度过地震灾害。 ????????...展开全文c, 8月10日 08:41,27,8,18,微博 weibo.com,FgpAYsdMz,1,13866,722,11
1375,#抗震救灾气象行动# 【四川九寨沟和新疆精河县地震灾区天气】10日白天，九寨沟地震灾区将以多云天气为主，部分时段有分散性阵雨，并伴有弱雷电；10日夜间至11日白天，阴有小到中雨，局地大雨；12日晴间多云，午后有短时阵雨。10日，新疆精河县地震灾区将以晴间多云天气为主，气温较高；11日午后至12日 ????????...展开全文c, 8月10日 08:28,3,3,12,微博 weibo.com,Fgpvr8pKP,1,13869,723,11
1380,#抗震救灾气象行动# 【11日九寨沟县将有明显降雨】中央气象台预计，10日九寨沟县地震灾区将以多云天气为主，局地有短时阵雨，气温16～30℃。预计11日九寨沟县将有明显降雨，对救灾救援工作比较不利，灾区安置点和救灾人员需做好防雨工作；另外，震后土质松动，救灾人员和当地群众需注意防范降雨可能诱 ????????...展开全文c, 8月10日 06:14,5,评论,21,微博 weibo.com,FgoCXjJHU,1,13874,724,11
1381,天灾无情，人间有爱！祈福震区！ #抗震救灾气象行动# ????????, 8月9日 23:27,21,14,131,微博 weibo.com,FglXKF0AG,1,13875,725,11
1382,#抗震救灾气象行动#【悲伤！震后美丽的九寨沟火花海没水了 剩下满目疮痍】“九寨归来不看水”，九寨沟因为水的清澈灵动举世闻名。九寨沟7.0级地震后，距震中不远的著名景点火花海美景不再，海子周边山体有垮塌，原来闪烁的火花海水体严重流失，裸露出海底泥土和树根枯木。L看看新闻Knews的秒拍视频 ?????? ????????, 8月9日 22:48,32,48,66,Weico.Android,FglIg3oBG,1,13876,726,11
1383,#抗震救灾气象行动# 【国家气候中心评估九寨沟震区常年气候特征】8月8日21时19分，四川阿坝藏族羌族自治州九寨沟县发生7.0级地震。记者从国家气候中心了解到，九寨沟震区（九寨沟、松潘、若尔盖）8月至9月气候特点为温度差异大，降水分布不均等。今年夏季以来，九寨沟降水量达251.1毫米，较常年同期偏 ????????...展开全文c, 8月9日 21:27,4,2,19,微博 weibo.com,Fglb376DF,1,13877,727,11
1385,#抗震救灾气象行动# 【中国气象局发布九寨沟震区周边公路气象预报图】8月9日，通过与交通部路网中心沟通，结合震区最新路况信息，中国气象局及时制作了“四川九寨沟震区及周边区域公路交通气象预报”产品以及相关专报，内容包括公路交通沿线天气实况（过去24小时降水量、9日14时气温和风向风力）、未来 ????????...展开全文c, 8月9日 20:30,2,2,19,微博 weibo.com,FgkO9vH5g,1,13879,728,11
1386,#抗震救灾气象行动# 【震区天气】中央气象台预计，四川九寨沟县震区9日夜间多云间阴；10日白天多云，午后局地有短时间阵雨（0至3毫米），夜间阴转小雨（1毫米至5毫米），气温在16℃至30℃；11日白天有小雨到中雨（8毫米至15毫米），并伴有雷电，夜间小雨转阴（1毫米至5毫米），气温在17℃至28℃。新疆 ????????...展开全文c, 8月9日 20:14,3,3,14,微博 weibo.com,FgkHpFuQP,1,13880,729,11
1387,#抗震救灾气象行动# 【中国气象局紧急启动“风云二号”F星加密观测模式】8月9日10时起，中国气象局国家卫星气象中心启动“风云二号”F星六分钟一次的区域加密观测，以加强抗震救灾气象预警，做好四川、新疆震区及可能受影响的周边地区气象保障服务。同时，经中国气象局积极与中国资源卫星应用中心、民 ????????...展开全文c, 8月9日 19:54,4,评论,13,微博 weibo.com,FgkzitXVs,1,13881,730,11
1388,#抗震救灾气象行动##九寨沟地震#【中国气象局发布震区周边区域公路气象预报图】8月9日，记者获悉，中国气象局主动与交通部路网中心沟通，获取地震灾区最新路况信息，并及时向路网中心提供地震灾区及周边区域的公路沿线交通气象预报信息。中国气象局制作“四川九寨沟震区及周边区域公路交通气象预报”产 ????????...展开全文c, 8月9日 19:08,3,评论,22,微博 weibo.com,FgkgD32vX,1,13882,731,11
1389,#抗震救灾气象行动# 中国地震台网正式测定：08月09日18时20分在重庆城口县（有感）（北纬31.81度，东经108.75度）发生2.9级地震，震源深度7千米。 ????????, 8月9日 18:50,5,10,36,微博 weibo.com,Fgk9jaE1L,1,13883,732,11
1390,#抗震救灾气象行动# 【19死247伤！九寨沟7.0级地震救援最新消息汇总】8月8日21时19分，四川阿坝州九寨沟县发生7.0级地震。记者从四川省政府新闻办获悉，接九寨沟县应急办书面报告，截至8月9日13时10分，经初步核查，“8·8”九寨沟地震已致19人死亡，247人受伤。°19死247伤！九寨沟7.0级地震救援最新消息汇总 （人民日报） ????????, 8月9日 18:46,7,5,26,微博 weibo.com,Fgk7R0CKC,1,13884,733,11
1391,#抗震救灾气象行动# #九寨沟地震# 【气象数据“畅传”震区】 8月9日，记者获悉，自8月8日15时至8月9日15时，包括全国综合气象信息共享平台（CIMISS）、国际通信、国内通信、CMACast广播、实时库、国家突发事件预警信息发布、云平台等在内，中国气象局各实时业务系统均运行正常，确保各种类气象数据“畅 ????????...展开全文c, 8月9日 17:54,1,4,11,微博 weibo.com,FgjMAxr44,1,13885,734,11
1392,#抗震救灾气象行动# 【有爱的一幕】今天早上，@乐山消防 在前往灾区途中，因交通管制滞留平武等待时，一家面馆老板主动为消防官兵送来了热汤面。天灾无情，人间有爱！ ?? ????????, 8月9日 16:21,14,23,204,Weico.Android,Fgjb005qY,1,13886,735,11
1393,#抗震救灾气象行动# 【九寨沟正值最多雨的8月】九寨沟位于四川省阿坝藏族羌族自治州九寨沟县境内，是白水沟上游白河的支沟，海拔在2000米以上，遍布原始森林，雨季集中在5-9月，尤其8月降雨量最多。 ????????, 8月9日 16:20,3,1,16,微博 weibo.com,FgjaxmZ3h,1,13887,736,11
1394,#抗震救灾气象行动# #九寨沟地震# 【震后气象灾害防御指南】O网页链接 ????????, 8月9日 16:05,2,2,6,微博 weibo.com,Fgj4wsEc3,1,13888,737,11
1395,#抗震救灾气象行动# #九寨沟地震# 【中国气象局开通地震应急通路提供实时卫星数据和监测分析服务产品】8月9日，记者获悉，目前中国气象局已开通地震应急通路，为四川省气象局以及相关单位提供实时卫星数据和监测分析产品服务，并联系获取震前、震后高分数据，打通数据通路。与此同时，中国气象局利用“ ????????...展开全文c, 8月9日 15:57,转发,评论,9,微博 weibo.com,Fgj1fsfOl,1,13889,738,11
1396,#抗震救灾气象行动# #九寨沟地震# 【中国气象局做好气象探测设备维护并调拨便携式自动站送往九寨沟震区】8月9日，记者获悉，中国气象局气象探测中心做好应急响应区域内各类气象探测设备监控维护和数据质量评估。截至15时，24小时内发布监控短信覆盖约450人次。据了解，目前地震三级应急响应区域（四川 ????????...展开全文c, 8月9日 15:50,2,1,13,微博 weibo.com,FgiYkzwtv,1,13890,739,11
1397,目前多家旅游企业、航空公司承诺给未出行的订单退票、退款。#九寨沟地震#, 8月9日 15:28,转发,1,42,微博 weibo.com,FgiPt1fHU,1,13891,740,11
1398,#抗震救灾气象行动#【中国气象局要求全力做好#新疆精河地震#气象保障服务】8月9日7时27分，新疆维吾尔自治区博尔塔拉蒙古自治州精河县发生6.6级地震。地震发生后，中国气象局党组书记、局长刘雅鸣通过电话向新疆气象干部职工致以慰问，要求密切关注天气情况，做好震后气象保障服务和受灾情况统计。正在 ????????...展开全文c, 8月9日 14:37,8,2,16,微博 weibo.com,FgiuDCY6r,1,13892,741,11
1399,#抗震救灾气象行动# 抗震救灾气象服务工作第一时间开展。8日22时19分，九寨沟县气象局首份地震气象预报通过短信、微信、三级平台及九寨沟安全生产防汛群、钉钉群等送达九寨沟县各级党政及相关决策领导；阿坝州气象台也于当晚制作发布了#九寨沟地震#专题天气预报。9日9时，阿坝州气象局携带应急物资，派 ????????...展开全文c, 8月9日 14:15,10,7,25,微博 weibo.com,FgilYdiQR,1,13893,742,11
1400,#抗震救灾气象行动#【紧急撤离！九寨沟县双河乡 大量旅游大巴从景区退出】四川九寨沟县双河乡，大量的旅游大巴正载着游客从景区往外疏散。当地的交警也提示，后方的闲杂车辆不要进入灾区，以免造成道路拥堵。@人民网四川频道 L人民网的秒拍视频 ?????? ????????, 8月9日 13:19,5,1,34,Weico.Android,FghZ96OrS,1,13894,743,11
1401,#抗震救灾气象行动#【九宫格：发生地震 如何正确逃生避险】地震是目前人类无法避免和控制的，由于地震灾害的人员伤亡主要由建筑物倒塌造成，地震发生时迅速反应就成为成功避险关键。地震来临时，应采取正确措施，紧急避险，也可以从灾难中将伤害降到最低。有备无患，扩散转发~~ ????????, 8月9日 11:33,73,14,30,微博 weibo.com,Fghi18l7S,1,13895,744,11
1402,#抗震救灾气象行动# #关注新疆精河地震# 【许小峰指导新疆抗震救灾服务工作】8月9日7时27分新疆博尔塔州精河县发生6.6级地震。地震发生后，正在新疆调研的中国气象局党组副书记、副局长许小峰立即与新疆自治区气象局联系，当面听取了灾情和有关情况的汇报。许小峰要求，要确保新疆震区气象部门人员安全 ????????...展开全文c, 8月9日 11:30,4,3,22,微博 weibo.com,FghgJ4yAb,1,13896,745,11
1403,#九寨沟地震##抗震救灾气象行动#【中国气象局迅速传达中央领导同志重要指示批示精神 上下协同全力做好抗震救灾气象服务工作】 8月8日21时19分，我国四川省阿坝藏族羌族自治州九寨沟县（北纬33.2度，东经103.82度）发生7.0级地震，震源深度20公里。地震发生后，中共中央总书记、国家主席、中央军委主席 ????????...展开全文c, 8月9日 10:53,5,评论,32,微博 weibo.com,Fgh1KkIwl,1,13897,746,11
1404,#抗震救灾气象行动# #新疆博尔塔拉州精河县6.6级地震#【风云四号卫星监测新疆震区】8月8日20时至9日08时FY-4A气象卫星红外监测动画显示，新疆博尔塔拉州震区云量较少，其西南侧有弱的高空槽云系向北扩展，今天白天，震区附近云量会逐渐增多。 ????????, 8月9日 10:30,6,5,24,微博 weibo.com,FggSn74pa,1,13898,747,11
1405,#九寨沟地震##抗震救灾气象行动#【为什么地震之后容易出现大雨？】仔细看看“震”字，我们会发现它的上面就是“雨”。中国的文字观物象形，我们的祖先创造和发展这个字的时候，就从没把“雨”头去掉，这是否就意味着从远古至今，地震和雨就有着明显的关系呢？　　雨，恐怕是人们再熟悉不过的一种天气 ????????...展开全文c, 8月9日 10:30,17,24,43,微博 weibo.com,FggSn6pkr,1,13899,748,11
1406,#抗震救灾气象行动##九寨沟地震# 【速报：四川省气象局派出专家组赶赴灾区 】目前，四川省气象局正处于一级应急响应之下。前期由于震区道路封闭，经过沟通，8月9日10时，四川省气象局相关领导正率领骨干预报员、技术保障专业人员，乘坐应急保障车赶赴灾区参与救援工作。 ????????, 8月9日 10:19,2,2,16,iPhone 6s Plus,FggNUtUFQ,1,13900,749,11
1407,#九寨沟地震##抗震救灾气象行动# 震区民众应该如何预防疾病？这里有生动形象专业的医生漫画科普，戳图或链接学习，很有用：O九寨沟突发地震，救人重要！卫生防疫也重要！ ????????, 8月9日 10:12,16,5,25,iPhone 6s Plus,FggLbbXep,1,13901,750,11
1408,#抗震救灾气象行动##九寨沟地震# 【速报】中国气象局副局长宇如聪、综合观测司副司长李麟、卫星气象中心副主任张鹏组成的工作组将在今晚到达成都，指导救灾工作。目前，四川省气象局局长彭广已随省委书记、省长赶赴灾区，省局气象专家因为封路无法到达现场，具体救援工作正在沟通开展。 ????????, 8月9日 09:50,3,3,20,iPhone 6s Plus,FggCf8TbZ,1,13902,751,11
1409,#九寨沟地震##抗震救灾气象行动# 【速报】四川省气象局8月9日00时00分启动地震灾害气象服务Ⅰ级应急响应，在震后第一时间与阿坝州气象局、九寨沟县气象局联系，核实了解受灾情况，安排省气象台与中央气象台会商，加强对受灾地区的监测预警服务工作，同时要求阿坝州气象局、九寨沟县气象局及时收集灾情 ????????...展开全文c, 8月9日 09:49,转发,1,27,iPhone 6s Plus,FggBQl9mX,1,13903,752,11
1410,#抗震救灾气象行动#【风云四号气象卫星监测九寨沟震区天气】8月8日20时至9日08时FY-4A气象卫星红外监测显示，九寨沟震区附近受中低云覆盖，在西北气流的影响下，云系向东南方向移动，云量逐渐减少。（下左图）今天早上08:15FY-4A可见光监测显示，九寨沟震区附近上空云量较少，震区北侧的青海和甘肃等地 ????????...展开全文c, 8月9日 09:47,4,3,31,微博 weibo.com,FggB4aw0C,1,13904,753,11
1411,#抗震救灾气象行动##九寨沟地震# 地震后应该关注哪些气象灾害 ????????, 8月9日 09:38,82,13,28,iPhone 6s Plus,FggxB2NTz,1,13905,754,11
1413,我发表了新文章： °地震灾区如何防雷？ ????????, 8月9日 09:34,7,1,23,粉丝服务平台,FggvKEQf5,1,13907,755,11
1414,#九寨沟地震##抗震救灾气象行动# 【最新消息】据中国气象局应急办消息，08月08日21时19分在四川省阿坝州九寨沟县（北纬33.20度，东经103.82度）发生7.0级地震，震源深度20千米。据初步核实，九寨沟县全城停电，九寨沟县气象局房屋外墙出现裂缝，网络中断，现通过发电机供电、备用线路传输、北斗卫星传 ????????...展开全文c, 8月9日 09:12,4,2,29,iPhone 6s Plus,FggmVsAq4,1,13908,756,11
1415,#抗震救灾气象行动#再次说明，没有地震云，今明天没有大雨。, 8月9日 09:05,15,18,987,微博 weibo.com,FggjR8EvY,1,13909,757,11
1416,#九寨沟地震# #抗震救灾气象行动#【辟谣】此图非九寨沟地震现场，此图为台湾高雄地震现场，而非九寨沟地震现场。 ????????, 8月9日 09:03,6,19,70,微博 weibo.com,Fggjp7G89,1,13910,758,11
1417,#抗震救灾气象行动#【新疆精河震区天气预报】预计今天白天到明天夜间，震区晴间多云，风力不大，气温在24～35℃之间；11日白天到夜间，震区多云有阵雨，气温在23～35℃之间，风力3～4级，具体预报见图。我们要做的是：①不要盲目前往震区；②尽量取消震区附近有关的旅程。③不要让谣言的次生伤害带来更 ????????...展开全文c, 8月9日 09:00,4,3,21,Weico.Android,Fggi3qxpv,1,13911,759,11
1418,#抗震救灾气象行动#【速报】：据地震台网中心正式测定，8月9日7时27分新疆博尔塔州精河县发生6.6级地震，震源深度11公里。经初步核实精河县气象局和博尔塔州所属县气象局无人员伤亡，业务运转正常。目前，新疆维吾尔自治区气象局启动地震灾害气象服务三级应急响应命令，并要求各单位严格按照气象服务 ????????...展开全文c, 8月9日 08:56,7,4,27,Weico.Android,Fgggf8W3P,1,13912,760,11
1419,#抗震救灾气象行动# 【地震自救小常识顺口溜】遇地震，莫惊慌，保镇静，少伤亡。 先颠簸，是近震，只摇晃，震必远。 是远震，不用管，若近震，莫等闲。 住楼房，别慌张，到小间，暂躲藏。 厨与厕，牢又坚，跨度小，较安全！希望所有人平安。 ????????, 8月9日 08:48,28,5,42,Weico.Android,Fggdeq0on,1,13913,761,11
1420,#抗震救灾气象行动#【九寨沟震区今明天以多云为主 10日夜间起降雨增多】据中央气象台预报，9至10日，#九寨沟地震#灾区将以多云天气为主，午后有分散性小阵雨，11日阴天间多云，有小到中雨。 ????????, 8月9日 08:41,34,6,34,微博 weibo.com,FggacazAw,1,13914,762,11
1421,#九寨沟地震# #抗震救灾气象行动#【中国气象局启动三级应急响应 全力做好抗震救灾气象服务】8月8日21时19分，四川省九寨沟县发生7.0级地震。截至8日21时50分，四川、甘肃、青海、宁夏、陕西多省震感明显，局部地区震感强烈，可能会造成大量人员伤亡。中国气象局领导8日23时30分签发启动地震灾害气象服 ????????...展开全文c, 8月9日 08:38,3,2,21,微博 weibo.com,Fgg94bNsV,1,13915,763,11
1422,#九寨沟地震# 习近平要求抓紧了解核实九寨沟7.0级地震灾情，迅速组织力量救灾，全力以赴抢救伤员，疏散安置好游客和受灾群众，最大限度减少人员伤亡。目前正值主汛期，又处旅游旺季，要进一步加强气象预警和地质监测，密切防范各类灾害，切实做好抗灾救灾工作，尽最大努力保障人民群众生命财产安全。, 8月9日 08:35,4,评论,159,微博 weibo.com,Fgg7NhOX3,1,13916,764,11
1423,#九寨沟地震# #抗震救灾气象行动#地震灾区集中安置点及临时安置房（包括活动板房、简易房、帐篷等）往往很多，救援人员和集中安置群众密集，而且临时搭建的救助设施也较多。在雷电活动频发季节，地震灾区集中安置点及临时安置房的雷电灾害防御显得尤为重要。 °地震灾区如何防雷？ ????????, 8月9日 08:25,33,5,33,微博 weibo.com,Fgg3VDprS,1,13917,765,11
1424,#九寨沟地震# 一图看懂地震来了如何自救~六大法则要牢记，关键时刻能救命。扩散周知 ????????, 8月9日 08:19,34,6,31,微博 weibo.com,Fgg1grB0n,1,13918,766,11
1425,#九寨沟地震#【地震自救四大常识，冷静应对至关重要！】8月8日21时19分，四川阿坝藏族羌族自治州九寨沟县（北纬33.20度，东经103.82度）发生7.0级地震，震源深度20公里。　　地震是目前人类无法避免和控制的，但只要掌握一些技巧，也可以从灾难中将伤害降到最低。　　1、大地震时不要急　　破坏性地 ????????...展开全文c, 8月9日 08:15,27,11,27,微博 weibo.com,FgfZUdfRA,1,13919,767,11
1426,#九寨沟地震# 【中国气象局要求贯彻中央领导重要批示精神 进一步加强气象预测预警 做好震区气象服务】9日早上，正在吉林进行汛期气象服务检查的中国气象局局长刘雅鸣致电沈晓农副局长、矫梅燕副局长，要求迅速传达贯彻习近平总书记、李克强总理重要指示批示精神，进一步加强气象预测预警，做好应急响应 ????????...展开全文c, 8月9日 08:09,3,评论,28,iPhone 6s Plus,FgfXaCWmw,1,13920,768,11
1427,【中央气象台发布四川九寨沟震区未来三天天气预报】据中国地震台网消息：8月8日21时19分和41分，四川阿坝州九寨沟县接连发生7.0级和3.3级地震，震源深度分别为20千米和9千米。震区天气实况：8日白天降水量1.4毫米。预计，8日夜间至10日，九寨沟震区以多云天气为主，午后有分散性小阵雨；11日将有小到 ????????...展开全文c, 8月9日 07:21,10,13,40,iPhone 6s Plus,FgfDKejd4,1,13921,769,11
1430,愿平安, 8月8日 22:59,13,16,1474,iPhone 6s Plus,FgclZD4nE,1,13924,770,11
1431,#九寨沟地震# 【中国气象局局应急办消息】四川九寨沟7.0级地震相关情况：接甘肃和陕西省气象局报，甘肃文县、武都震感强烈，陇南气象部门未发现人员伤亡、房屋倒塌情况，业务运行正常，陕西汉中震感强烈，陕西省气象部门目前尚无灾情，全省观测等各项业务运行正常。 ????????, 8月8日 22:39,30,19,79,iPhone 6s Plus,FgcdU9Lvv,1,13925,771,11
1433,#九寨沟地震# 【中国气象局快速响应抗震救灾】收到四川省局上报的地震信息后，中国气象局刘雅鸣局长立即（21:48）与四川省气象局局长彭广通话，询问地震影响和当地天气等情况，要求彭广同志尽一切办法联系地震灾区气象局，了解灾情情况，特别是干部职工安全情况，要求灾区气象部门在确保安全的同时，关 ????????...展开全文c, 8月8日 22:34,43,46,117,iPhone 6s Plus,Fgcc69u0p,1,13927,772,11
﻿序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource
6,9月25日，九寨沟县勿角乡蒲南村的九绵高速（九寨沟至绵阳）白马隧道施工现场一片繁忙景象，一台台大货车卷着尘土穿梭于隧道内外，隧道里，工人们挖掘隧道，一米一米的向前推进。 据白马隧道项目负责人李关次介绍，全员24小时轮班施工，即使地震后也在努力施工，目前，该隧道推进1200米。 ????????, 9月26日 18:40,转发,评论,赞,360安全浏览器,FnCBf0xNK,1,14945,773,12
15,9月20日，九寨沟县灾后重点项目复工暨九寨·鲁能胜地扶贫攻坚灾后复工启动仪式在九寨沟县漳扎镇中查村举行，集中复工8个重点项目，新开工2个重点项目， 鲁能集团成为在九寨沟县7.0级地震首个全面复工的企业。 ????????, 9月20日 22:17,转发,评论,赞,360安全浏览器,FmJsfgt0b,1,14954,774,12
16,9月18日下午，九寨沟县灾后重建重点项目工作会在县委常委会议室召开，分析当前灾后重建工作情况，研究解决工作中存在的困难和问题，全力加快灾后重建进度。O网页链接 ????????, 9月19日 22:49,1,2,1,360安全浏览器,FmAeOjOEA,1,14955,775,12
17,在九寨沟县抗震救灾取得阶段性重大胜利、灾后恢复重建全面启动的关键时刻，9月19日上午，由省委组织部牵头举办、阿坝州和九寨沟县具体承办的灾后恢复重建综合培训班在县委五楼会议室正式开班。O网页链接 ????????, 9月19日 22:49,转发,评论,赞,360安全浏览器,FmAeG5bIy,1,14956,776,12
19,九寨沟县7.0级地震后，中国邮政集团公司四川省分公司利用线上线下渠道助力灾区脆红李销售，帮助果农渡过难关。截至9月13日，四川邮政帮助果农销售18.36万斤脆红李，寄递脆红李包裹3.7万件。O网页链接 ????????, 9月14日 21:37,转发,评论,赞,360安全浏览器,FlOCZ3B2H,1,14958,777,12
20,9月12日至13日，“8.8” 九寨沟地震灾后恢复重建国家规划指导组组长、国家发展改革委西部司司长赵艾率国家发展改革委、民政部、财政部、住房城乡建设部、交通运输部、林业局、旅游局、地震局等相关领导赴九寨沟县调研指导灾后恢复重建工作，并召开工作座谈会。省政府副秘书长何旅章、曹代学，省发展改 ????????...展开全文c, 9月13日 22:24,转发,评论,1,360安全浏览器,FlFvKB7sO,1,14959,778,12
25,"9月8日上午,州委常委、县委书记罗智波，县委副书记、县长陶钢，县政协主席葛林冲分别带队深入我县学校、医院等地开展走访慰问活动，为长期坚守在教育一线，辛勤耕耘、无私奉献的广大教师送去了节日祝福，向在抗震救灾工作中表现突出的医务工作者表示亲切慰问。O网页链接 ????????", 9月9日 20:40,转发,评论,1,360安全浏览器,Fl37urYo1,1,14964,779,12
26,震后一月，九寨沟县汽车站客运班线复班坚持震前票价不变！O网页链接 ????????, 9月9日 20:39,转发,评论,赞,360安全浏览器,Fl37l1bAX,1,14965,780,12
27,9月7日晚，“8·8”九寨沟地震灾后恢复重建委员会工作会在县委常委会会议室召开，会议对灾后恢复重建规划进行深入研讨，并对灾后重建、脱贫攻坚等各项重点工作作了详细安排部署。州委常委、县委书记、县7.0级地震抗震救灾应急指挥部总指挥长罗智波主持会议并作重要讲话。O网页链接 ????????, 9月8日 21:54,转发,评论,1,360安全浏览器,FkUb4bZEo,1,14966,781,12
30,9月6日至7日，省委党建办副主任程文茂率省委组织部相关部门负责人深入九寨沟县部分乡（镇）检查指导抗震救灾和脱贫攻坚工作，看望慰问奋战在抗震救灾和脱贫攻坚一线干部职工，并召开座谈会。会上，州委常委、县委书记罗智波作了工作汇报。州委常委、组织部长卿刚陪同调研。O网页链接 ????????, 9月7日 20:10,转发,评论,2,360安全浏览器,FkK4dApdj,1,14969,782,12
31,吃不够的当兵苦，忘不掉的战友情——老兵在九寨沟抗震救灾一线退伍 ????????, 9月6日 19:20,转发,评论,7,360安全浏览器,FkAjr6Fnk,1,14970,783,12
32,9月5日上午，“情系灾区·就业援助”九寨沟“8.8”地震灾后重建就业援助专场招聘会在县城新区文化艺术中心广场举行。O网页链接 ????????, 9月5日 22:13,转发,评论,1,360安全浏览器,Fks1ikk0F,1,14971,784,12
33,九寨沟震后最大招聘会明日举行 1万多个岗位等你来！明(5)日，四川省人社局、成都市人社局支援九寨沟县灾后重建就业援助专场招聘会将在县文化广场举行，134家企业携479个工种1万多个岗位现场招人。 ????????, 9月4日 19:16,转发,评论,1,360安全浏览器,FkhqUhwbm,1,14972,785,12
37,8月31日至9月1日，省委省政府决策咨询委员会副主任泽巴足率省委省政府决策咨询委员会专家一行深入我县调研指导灾后恢复重建各项工作，他强调，要积极探索世界自然遗产抢救修复、恢复保护、发展提升新模式，积极推进科学重建、绿色重建、人文重建和阳光重建。O网页链接 ????????, 9月1日 22:33,转发,评论,1,360安全浏览器,FjQrAvofa,1,14976,786,12
38,9月1日，在九寨沟县7.0级地震中受损严重的漳扎镇小学215名学生在第三小学复课。在新学期开学典礼上，九寨沟县以“开学第一课”的形式举行“感恩·奋进”主题教育实践活动。 ????????, 9月1日 22:33,转发,评论,4,360安全浏览器,FjQrmiGfx,1,14977,787,12
39,又是一年开学季，由于受九寨沟县7.0级地震影响，九寨沟县各校开学时间推迟。8月31日，全县所有中小学和幼儿园共23所学校全部如期报名，准备开学上课啦！ ????????, 8月31日 21:57,转发,评论,5,360安全浏览器,FjGMoDUT6,1,14978,788,12
40,8月30日下午，按照省委、省政府统一安排，副省长杨兴平在我县主持召开省“8·8”九寨沟地震抗震救灾前方工作组专题会议。他强调，要认真落实省“8·8”九寨沟地震灾后恢复重建委员会第一次会议精神，牢牢抓住灾后重建契机，稳步推进过渡安置，科学系统开展灾后重建。州委常委、县委书记罗智波参加会议。 ????????...展开全文c, 8月31日 21:56,转发,评论,赞,360安全浏览器,FjGLKpzrB,1,14979,789,12
41,"8月29日下午,州委常委、县委书记罗智波深入县第三小学校、漳扎镇上四寨村一队地质灾害点,检查指导秋季开学和地质灾害治理等工作。O网页链接 ????????", 8月30日 21:23,转发,评论,2,360安全浏览器,Fjx841jVu,1,14980,790,12
42,8月30日上午，我县召开7.0级地震灾后小微企业座谈会，州委常委、县委书记罗智波主持会议并作重要讲话，他强调，要进一步解放思想，紧紧围绕县委政府的中心工作，做九寨人、说九寨话、办九寨事，为加快建设美丽繁荣和谐新九寨贡献力量。县政协主席葛林冲，县委副书记彭开剑参加座谈会。 ????????...展开全文c, 8月30日 21:23,转发,评论,1,360安全浏览器,Fjx7WAVmN,1,14981,791,12
45,受九寨沟县7.0级地震影响，原计划2017年脱贫摘帽的九寨沟县能否如期实现目标？8月29日，九寨沟县举行百日攻坚暨档案规范化管理现场会，吹响脱贫攻坚百日冲刺行动号角，确保2017年摘除“贫困帽”。O网页链接 ????????, 8月29日 19:51,转发,评论,1,360安全浏览器,Fjn66yI0X,1,14984,792,12
46,8月27日晚，州委常委、县委书记、县7.0级地震抗震救灾应急指挥部总指挥长罗智波主持召开灾后恢复重建项目规划专题会议。O网页链接 ????????, 8月28日 22:23,转发,评论,1,360安全浏览器,FjeFhEbpT,1,14985,793,12
47,8月28日，县委副书记、县长陶钢深入漳扎镇和黑河乡检查指导过渡安置工作，慰问受灾群众和基层干部，鼓励广大干部群众要团结一心、攻坚克难，共同打赢抗震救灾这场硬仗。O网页链接 ????????, 8月28日 22:23,转发,评论,赞,360安全浏览器,FjeFc4qfi,1,14986,794,12
49,8月26日晚，州委书记刘作明在九寨沟县主持召开九寨沟县7.0级地震州、县抗震救灾指挥部第二次联席会议，贯彻落实省委王东明书记在省指挥部第五次会议上的重要讲话精神，研究部署下一步灾后恢复重建工作。O网页链接 ????????, 8月27日 20:38,转发,评论,赞,360安全浏览器,Fj4yix9pX,1,14988,795,12
50,8月25日，九寨沟县永和乡灾后招聘会在永和乡乡政府举行。30余家用人单位提供1000余个岗位，32人与用人单位当场达成就业意向。O网页链接 ????????, 8月26日 19:17,转发,评论,1,360安全浏览器,FiUAKFyXX,1,14989,796,12
51,九寨沟县：部分受灾村民搬离帐篷返家居住O网页链接 ????????, 8月26日 19:16,转发,评论,1,360安全浏览器,FiUAqBVYD,1,14990,797,12
52,9月1日，九寨沟县地震灾区学校能不能如期开学？驻点记者实地探访O网页链接 ????????, 8月25日 18:54,转发,评论,1,360安全浏览器,FiL1fmypM,1,14991,798,12
54,8月23日晚，县7.0级地震抗震救灾指挥部第十七次会议在县政府常务会议室召开，听取各小组工作开展情况，对当前各项工作进行再研究再部署再明确。州委常委、县委书记、县7.0级地震抗震救灾应急指挥部总指挥长罗智波主持会议并作重要讲话。O网页链接 ????????, 8月24日 21:53,转发,评论,赞,360安全浏览器,FiCLfyWP3,1,14993,799,12
55,九寨沟县7.0级地震发生后，在九寨沟县漳扎镇上四寨村拉岗安置点建起了一个最有特色的学校——“帐篷学校”。O网页链接 ????????, 8月24日 21:52,转发,评论,2,360安全浏览器,FiCL0sB96,1,14994,800,12
